index,druga_smi,drugb_smi,cell_id,synergy
12977,40.0,46,35,-0.91
12978,45.0,31,7,3.27
12979,43.0,36,41,2.19
12980,21.0,30,9,-0.12
12981,23.0,34,45,1.09
12982,27.0,39,43,-3.05
12983,41.0,43,41,0.22
12984,42.0,54,33,7.71
12985,38.0,17,60,-2.89
12986,27.0,34,58,0.59
12987,32.0,2,9,-1.1
12988,54.0,14,37,-2.37
12989,29.0,33,33,-8.18
12990,2.0,35,57,-1.35
12991,26.0,43,53,2.74
12992,13.0,52,33,-5.75
12993,20.0,30,55,-5.86
12994,49.0,30,25,-1.63
12995,31.0,33,33,-0.06
12996,2.0,17,54,-1.94
12997,21.0,30,27,-2.3
12998,29.0,2,58,-3.22
12999,23.0,5,46,-1.35
13000,22.0,24,53,3.64
13001,50.0,11,31,-1.75
13002,41.0,17,39,-0.42
13003,24.0,11,56,-1.34
13004,24.0,34,24,-6.47
13005,30.0,11,57,-9.6
13006,2.0,40,46,-7.58
13007,20.0,54,33,-0.89
13008,42.0,14,40,-12.54
13009,20.0,30,32,-5.53
13010,30.0,43,50,6.96
13011,31.0,1,46,1.41
13012,43.0,14,55,1.69
13013,27.0,29,40,3.52
13014,20.0,9,51,-6.44
13015,26.0,17,42,11.9
13016,22.0,52,46,-1.98
13017,19.0,30,48,-14.62
13018,24.0,52,9,7.7
13019,29.0,46,9,0.0
13020,50.0,30,59,-5.93
13021,44.0,11,48,-14.73
13022,29.0,40,41,4.96
13023,50.0,11,32,1.23
13024,37.0,41,9,1.7
13025,38.0,24,25,17.88
13026,28.0,54,45,2.79
13027,18.0,13,37,2.72
13028,37.0,45,9,-7.33
13029,43.0,45,17,0.02
13030,18.0,42,25,2.96
13031,45.0,52,45,0.42
13032,26.0,46,9,5.66
13033,27.0,39,34,-2.97
13034,40.0,39,40,-2.04
13035,43.0,42,58,6.14
13036,20.0,11,53,-2.36
13037,2.0,9,9,4.21
13038,27.0,52,32,-2.42
13039,22.0,5,45,-2.32
13040,35.0,42,38,1.16
13041,13.0,39,38,-6.71
13042,29.0,33,48,-8.03
13043,13.0,23,40,-0.96
13044,46.0,33,32,-3.05
13045,53.0,30,45,-0.44
13046,27.0,33,24,2.64
13047,38.0,21,27,0.97
13048,26.0,35,44,-0.88
13049,23.0,45,36,-1.84
13050,13.0,23,58,4.2
13051,9.0,1,58,-0.46
13052,49.0,30,47,-5.09
13053,22.0,41,52,-2.53
13054,52.0,36,56,-3.81
13055,27.0,33,55,-2.71
13056,48.0,30,24,-1.59
13057,27.0,36,43,1.67
13058,26.0,56,45,0.13
13059,17.0,39,57,0.61
13060,28.0,14,39,-3.78
13061,27.0,46,9,0.88
13062,35.0,33,37,-1.2
13063,43.0,46,41,-6.96
13064,28.0,21,42,-6.32
13065,35.0,41,41,-2.14
13066,22.0,14,54,1.26
13067,42.0,43,16,0.44
13068,41.0,36,49,6.6
13069,27.0,46,57,-3.89
13070,22.0,36,47,-4.72
13071,34.0,36,60,-5.71
13072,27.0,40,47,0.86
13073,29.0,21,56,-9.51
13074,52.0,34,17,-3.15
13075,52.0,36,39,-4.53
13076,33.0,14,42,-8.35
13077,18.0,5,34,-4.76
13078,17.0,39,9,-2.32
13079,37.0,45,35,1.27
13080,41.0,54,42,-1.71
13081,41.0,40,53,2.11
13082,26.0,22,43,3.09
13083,38.0,39,56,5.12
13084,42.0,36,24,3.18
13085,26.0,30,17,-3.2
13086,21.0,52,47,-2.28
13087,26.0,51,48,5.13
13088,26.0,19,45,-5.53
13089,20.0,2,36,-2.81
13090,18.0,34,47,-1.16
13091,28.0,2,58,0.79
13092,33.0,14,60,-5.29
13093,51.0,11,27,0.94
13094,40.0,54,52,-6.11
13095,18.0,31,31,-2.22
13096,11.0,39,51,-0.12
13097,9.0,54,53,3.17
13098,37.0,39,57,-0.28
13099,30.0,54,56,7.21
13100,30.0,11,50,-4.01
13101,18.0,42,59,1.77
13102,52.0,36,54,-3.09
13103,23.0,33,38,4.38
13104,22.0,20,34,-17.02
13105,34.0,39,28,-3.2
13106,26.0,52,51,2.9
13107,12.0,35,51,0.58
13108,38.0,2,45,12.68
13109,14.0,1,42,-1.1
13110,21.0,46,53,-3.48
13111,37.0,54,58,1.69
13112,42.0,23,45,0.71
13113,22.0,35,25,-0.66
13114,30.0,17,52,4.63
13115,29.0,5,7,-0.16
13116,24.0,2,46,-2.42
13117,35.0,45,16,2.0
13118,52.0,54,40,-6.24
13119,37.0,39,43,-4.92
13120,27.0,42,54,0.87
13121,50.0,11,60,-2.21
13122,26.0,42,32,2.63
13123,12.0,20,36,-7.25
13124,47.0,54,9,-5.22
13125,22.0,38,38,2.82
13126,26.0,35,51,0.19
13127,0.0,54,60,3.36
13128,21.0,45,38,4.89
13129,27.0,18,7,3.05
13130,24.0,52,50,4.12
13131,13.0,52,36,-3.0
13132,35.0,37,9,-1.86
13133,40.0,54,56,-1.21
13134,18.0,31,9,-3.81
13135,26.0,46,33,-3.81
13136,41.0,33,38,-1.66
13137,2.0,52,60,6.46
13138,28.0,12,56,2.02
13139,28.0,46,17,-1.02
13140,49.0,11,51,0.17
13141,33.0,36,59,2.76
13142,54.0,36,38,2.5
13143,38.0,34,60,-2.38
13144,35.0,11,38,3.09
13145,42.0,39,35,-0.88
13146,40.0,30,60,-6.29
13147,44.0,30,32,0.99
13148,21.0,40,54,3.12
13149,46.0,14,48,-8.19
13150,18.0,12,33,20.2
13151,29.0,41,48,-9.09
13152,30.0,52,43,-9.34
13153,28.0,40,46,-1.52
13154,42.0,39,56,-4.8
13155,37.0,52,31,-2.59
13156,28.0,42,47,0.16
13157,34.0,54,28,2.31
13158,28.0,36,42,14.62
13159,34.0,14,49,-4.77
13160,48.0,11,27,2.78
13161,20.0,52,57,-6.38
13162,24.0,35,58,-2.67
13163,35.0,41,52,1.01
13164,29.0,40,24,-4.68
13165,24.0,5,35,1.96
13166,26.0,14,47,3.95
13167,23.0,54,44,5.13
13168,28.0,21,33,-6.68
13169,27.0,31,51,3.73
13170,22.0,43,40,-0.22
13171,26.0,13,24,0.42
13172,38.0,37,28,4.22
13173,11.0,21,33,-7.76
13174,38.0,23,46,-4.29
13175,43.0,31,25,2.13
13176,12.0,17,50,2.04
13177,26.0,27,43,-0.26
13178,2.0,46,41,-10.08
13179,47.0,11,34,-3.68
13180,14.0,39,25,-9.43
13181,26.0,1,17,-0.56
13182,29.0,22,24,-11.76
13183,18.0,41,54,-0.31
13184,42.0,34,17,-0.42
13185,39.0,1,56,-1.8
13186,25.0,11,57,-3.57
13187,22.0,43,51,0.45
13188,27.0,11,36,-5.73
13189,42.0,31,54,-0.85
13190,25.0,11,31,1.0
13191,42.0,17,7,-3.1
13192,40.0,43,46,-2.67
13193,17.0,36,54,3.89
13194,26.0,12,33,0.87
13195,20.0,13,55,-7.33
13196,24.0,13,57,6.33
13197,24.0,2,34,4.77
13198,13.0,54,43,-3.15
13199,26.0,61,52,2.29
13200,45.0,11,43,-1.66
13201,26.0,29,9,3.58
13202,21.0,43,41,-0.83
13203,45.0,14,56,0.67
13204,2.0,17,45,-8.86
13205,20.0,37,58,-3.33
13206,26.0,38,53,2.99
13207,18.0,13,54,1.07
13208,17.0,1,57,-1.28
13209,26.0,59,36,0.8
13210,11.0,42,51,-0.26
13211,24.0,23,58,8.77
13212,37.0,33,49,1.13
13213,22.0,54,17,-0.63
13214,42.0,1,48,-6.15
13215,12.0,45,31,1.04
13216,24.0,13,56,-3.12
13217,21.0,54,7,1.8
13218,9.0,54,34,1.82
13219,40.0,11,55,3.63
13220,20.0,39,34,-3.97
13221,38.0,5,46,-1.0
13222,34.0,54,44,2.24
13223,28.0,36,51,5.9
13224,13.0,54,51,3.49
13225,11.0,18,38,4.45
13226,28.0,40,41,0.91
13227,42.0,54,47,4.24
13228,26.0,55,9,5.385
13229,40.0,23,59,-1.52
13230,46.0,17,52,2.18
13231,27.0,24,59,0.81
13232,24.0,31,17,-2.11
13233,11.0,36,33,-4.53
13234,25.0,2,54,4.18
13235,13.0,5,54,-7.87
13236,26.0,40,7,-0.34
13237,12.0,13,32,3.77
13238,47.0,2,39,3.45
13239,42.0,2,54,-2.7
13240,12.0,52,56,-3.55
13241,11.0,39,24,-6.51
13242,9.0,1,46,2.04
13243,29.0,54,54,-5.7
13244,22.0,30,60,-2.93
13245,26.0,43,45,-1.49
13246,12.0,54,35,-5.74
13247,48.0,54,54,0.94
13248,23.0,17,35,0.33
13249,26.0,2,34,5.72
13250,51.0,30,46,-2.47
13251,35.0,39,25,0.26
13252,24.0,39,45,-0.2
13253,30.0,39,41,-7.99
13254,28.0,41,28,-1.07
13255,0.0,30,39,-2.49
13256,26.0,59,49,16.67
13257,29.0,39,32,4.2
13258,24.0,45,39,6.68
13259,27.0,52,42,-0.41
13260,39.0,36,33,-1.05
13261,44.0,30,35,-5.58
13262,11.0,39,38,0.3
13263,18.0,23,17,-0.6
13264,2.0,36,31,-0.73
13265,13.0,11,27,-0.1
13266,12.0,54,17,-10.41
13267,26.0,0,48,3.76
13268,18.0,30,34,-2.1
13269,39.0,1,33,-1.3
13270,28.0,31,16,1.26
13271,27.0,36,39,1.55
13272,24.0,35,49,0.18
13273,2.0,31,25,1.15
13274,42.0,9,33,2.18
13275,22.0,36,52,-9.11
13276,29.0,54,53,6.07
13277,43.0,42,24,5.68
13278,38.0,37,39,-1.46
13279,22.0,14,41,-0.57
13280,13.0,31,28,-1.62
13281,21.0,41,40,-0.96
13282,40.0,5,50,-1.61
13283,38.0,30,28,-2.59
13284,11.0,33,45,1.35
13285,54.0,1,56,-3.97
13286,14.0,5,31,-2.3
13287,28.0,5,33,2.01
13288,35.0,36,31,1.66
13289,22.0,23,57,2.23
13290,41.0,31,54,-0.47
13291,38.0,30,44,-6.61
13292,11.0,22,57,0.93
13293,18.0,39,38,0.61
13294,34.0,1,48,-2.4
13295,30.0,23,53,0.92
13296,34.0,39,36,1.01
13297,37.0,31,28,-0.97
13298,26.0,49,16,-1.16
13299,27.0,38,28,1.24
13300,12.0,33,48,1.19
13301,20.0,43,53,-4.88
13302,22.0,30,25,-4.17
13303,26.0,30,39,3.66
13304,24.0,11,43,-6.91
13305,12.0,1,53,1.28
13306,24.0,34,36,-2.3
13307,41.0,40,48,-4.41
13308,20.0,36,38,-1.1
13309,18.0,13,27,-3.88
13310,30.0,23,41,-1.84
13311,28.0,18,50,-7.89
13312,42.0,17,16,1.2
13313,38.0,14,41,-1.2
13314,18.0,38,52,0.18
13315,30.0,11,24,-4.63
13316,52.0,14,31,-3.83
13317,25.0,54,55,-5.17
13318,12.0,31,43,-7.78
13319,23.0,43,28,-2.69
13320,29.0,30,37,-8.1
13321,50.0,30,25,3.49
13322,17.0,14,50,1.79
13323,26.0,41,50,-3.11
13324,26.0,14,55,-6.26
13325,26.0,0,37,1.7
13326,22.0,12,17,-1.64
13327,34.0,36,39,6.01
13328,22.0,30,31,-5.81
13329,38.0,33,51,1.24
13330,52.0,33,47,-1.04
13331,23.0,33,27,-0.38
13332,27.0,52,25,-4.57
13333,18.0,38,55,-0.32
13334,22.0,52,39,-6.48
13335,52.0,17,60,-6.66
13336,52.0,1,40,-1.7
13337,34.0,33,45,-0.05
13338,42.0,12,28,17.92
13339,19.0,30,31,-1.0
13340,24.0,20,59,-8.25
13341,29.0,12,25,0.65
13342,21.0,17,32,-1.93
13343,12.0,35,46,-0.66
13344,31.0,1,16,-1.16
13345,20.0,52,49,-4.01
13346,34.0,39,40,-1.58
13347,34.0,14,9,1.0
13348,42.0,41,25,1.33
13349,35.0,33,28,3.07
13350,38.0,45,37,-1.87
13351,37.0,43,56,-2.49
13352,49.0,54,55,-11.73
13353,26.0,51,25,3.32
13354,40.0,33,45,-3.3
13355,41.0,54,46,-1.16
13356,18.0,14,45,1.21
13357,20.0,17,55,1.88
13358,45.0,14,31,-2.28
13359,26.0,49,9,2.04
13360,11.0,21,35,5.87
13361,42.0,33,60,1.29
13362,40.0,11,60,2.58
13363,48.0,11,60,3.42
13364,34.0,39,17,-3.83
13365,19.0,2,54,2.7
13366,42.0,24,9,24.29
13367,42.0,41,36,2.11
13368,20.0,34,52,-4.34
13369,27.0,2,55,-1.33
13370,26.0,35,57,-0.39
13371,28.0,45,47,4.39
13372,20.0,35,17,-0.92
13373,49.0,11,53,7.5
13374,33.0,39,46,-4.74
13375,11.0,22,48,3.13
13376,40.0,30,53,-0.01
13377,50.0,54,31,-6.6
13378,12.0,52,53,-10.97
13379,20.0,34,17,-1.88
13380,27.0,2,45,-1.29
13381,44.0,54,9,4.49
13382,41.0,39,51,-1.99
13383,28.0,33,17,2.36
13384,29.0,21,42,-4.41
13385,26.0,12,32,-1.84
13386,9.0,17,7,-1.95
13387,43.0,34,48,4.32
13388,43.0,42,45,3.91
13389,45.0,5,58,-0.18
13390,51.0,30,45,-1.0
13391,2.0,40,48,1.0
13392,26.0,57,16,1.81
13393,19.0,2,9,-4.29
13394,36.0,5,56,26.36
13395,21.0,43,32,-3.45
13396,48.0,11,42,-7.36
13397,20.0,36,51,-7.66
13398,44.0,2,59,-3.87
13399,22.0,2,55,5.07
13400,12.0,36,24,-4.62
13401,42.0,5,16,-0.49
13402,30.0,11,51,-4.82
13403,38.0,54,28,-3.57
13404,24.0,45,31,-1.51
13405,38.0,37,27,6.4
13406,17.0,39,28,-3.33
13407,45.0,14,39,-3.76
13408,2.0,46,33,5.43
13409,38.0,20,36,-5.05
13410,21.0,17,48,4.02
13411,13.0,54,32,-0.51
13412,18.0,31,59,1.1
13413,26.0,11,35,5.65
13414,32.0,2,38,6.62
13415,35.0,36,35,-0.14
13416,27.0,30,28,-8.66
13417,21.0,33,31,-1.49
13418,22.0,42,36,1.4
13419,26.0,28,50,-4.11
13420,9.0,11,46,-3.24
13421,23.0,34,55,23.4
13422,21.0,31,60,-0.32
13423,24.0,45,52,6.63
13424,52.0,14,55,-2.73
13425,40.0,39,28,-6.15
13426,13.0,46,36,-8.08
13427,12.0,36,57,-7.97
13428,28.0,30,16,2.0
13429,18.0,54,57,-1.49
13430,26.0,46,39,0.44
13431,26.0,32,16,5.08
13432,33.0,36,33,7.47
13433,22.0,35,34,-0.28
13434,39.0,5,33,-3.95
13435,11.0,18,34,1.02
13436,22.0,54,9,8.31
13437,46.0,5,31,-4.51
13438,14.0,36,59,-5.16
13439,12.0,11,28,-0.67
13440,29.0,33,25,-0.63
13441,21.0,5,9,-1.27
13442,12.0,46,50,-2.44
13443,34.0,54,16,10.82
13444,52.0,31,34,-3.32
13445,26.0,47,56,3.98
13446,26.0,2,53,1.1
13447,21.0,43,25,-1.31
13448,13.0,17,34,4.41
13449,29.0,30,60,-4.34
13450,31.0,54,17,-0.53
13451,18.0,40,41,3.43
13452,48.0,11,34,0.0
13453,13.0,40,58,-0.99
13454,26.0,0,17,2.4
13455,27.0,43,53,-1.3
13456,22.0,9,37,0.6
13457,27.0,43,50,0.89
13458,31.0,14,49,-8.27
13459,42.0,43,9,1.63
13460,22.0,9,38,4.67
13461,26.0,39,51,0.93
13462,27.0,5,51,2.4
13463,19.0,30,58,-5.85
13464,29.0,37,42,-6.51
13465,26.0,44,47,6.95
13466,21.0,41,39,-1.98
13467,23.0,52,52,-5.21
13468,9.0,17,24,-6.97
13469,26.0,18,43,-2.1
13470,30.0,5,58,-3.08
13471,2.0,11,35,-2.35
13472,50.0,11,45,-8.28
13473,28.0,9,47,9.59
13474,18.0,20,53,-3.51
13475,20.0,40,37,-7.74
13476,27.0,31,32,1.63
13477,28.0,14,16,-7.46
13478,28.0,14,43,-3.6
13479,38.0,13,54,3.29
13480,22.0,39,60,4.49
13481,23.0,52,57,-1.83
13482,12.0,14,51,-3.46
13483,9.0,30,55,-1.71
13484,41.0,39,47,7.11
13485,38.0,24,28,12.72
13486,24.0,41,28,-1.23
13487,26.0,1,48,5.5
13488,46.0,14,49,-3.61
13489,2.0,37,36,-0.05
13490,37.0,1,34,4.23
13491,2.0,14,42,-0.33
13492,41.0,17,31,0.96
13493,48.0,30,17,-2.31
13494,22.0,52,56,-7.71
13495,24.0,36,35,6.68
13496,20.0,1,53,-6.62
13497,17.0,5,17,0.19
13498,18.0,35,55,3.0
13499,22.0,34,41,-0.02
13500,36.0,1,24,-0.16
13501,42.0,31,48,-1.44
13502,27.0,37,38,1.82
13503,29.0,5,54,-5.05
13504,38.0,34,47,-1.37
13505,41.0,5,53,-0.87
13506,18.0,35,60,-1.38
13507,24.0,35,57,2.45
13508,18.0,13,51,-0.33
13509,29.0,31,55,-4.98
13510,43.0,14,43,-7.42
13511,30.0,5,41,-6.87
13512,21.0,46,36,-5.98
13513,33.0,5,45,2.88
13514,51.0,11,56,2.57
13515,37.0,14,41,-0.75
13516,46.0,1,7,6.27
13517,19.0,30,24,-1.77
13518,12.0,41,41,-2.94
13519,41.0,17,9,0.86
13520,12.0,11,45,-1.02
13521,52.0,17,50,0.42
13522,27.0,11,38,6.59
13523,35.0,17,34,-4.46
13524,28.0,35,28,0.52
13525,30.0,35,55,12.23
13526,18.0,14,16,-5.0
13527,21.0,1,57,-2.6
13528,23.0,46,60,-4.63
13529,35.0,5,60,-1.56
13530,13.0,17,57,4.04
13531,40.0,37,42,-5.15
13532,45.0,5,25,-0.56
13533,42.0,23,56,4.12
13534,53.0,30,46,-3.74
13535,26.0,52,7,0.15
13536,22.0,5,41,4.85
13537,27.0,9,53,5.62
13538,43.0,11,52,3.93
13539,21.0,5,28,-0.57
13540,36.0,1,33,1.57
13541,27.0,54,35,-3.68
13542,22.0,35,43,-1.9
13543,18.0,39,59,-3.45
13544,48.0,2,60,2.88
13545,26.0,14,37,-2.44
13546,26.0,25,59,-2.59
13547,13.0,1,41,5.31
13548,35.0,45,52,-0.67
13549,29.0,13,51,-4.6
13550,12.0,24,55,-5.49
13551,20.0,11,32,0.09
13552,9.0,46,42,-7.01
13553,43.0,54,16,11.88
13554,13.0,35,35,-0.23
13555,37.0,34,32,-0.04
13556,27.0,41,58,0.92
13557,22.0,24,58,1.6
13558,29.0,38,41,-11.06
13559,13.0,30,58,-3.27
13560,30.0,37,41,-17.09
13561,44.0,11,31,3.07
13562,30.0,14,24,1.68
13563,40.0,45,58,-0.78
13564,28.0,18,34,-8.0
13565,52.0,34,48,-8.02
13566,44.0,9,43,-3.02
13567,18.0,13,33,4.97
13568,26.0,50,24,-2.2
13569,28.0,13,50,-1.66
13570,37.0,17,59,1.17
13571,11.0,5,31,-4.19
13572,22.0,37,27,-0.21
13573,24.0,35,9,14.99
13574,42.0,30,33,-5.63
13575,35.0,54,31,0.18
13576,21.0,34,42,-1.24
13577,26.0,39,59,7.51
13578,9.0,41,7,2.61
13579,41.0,30,39,0.14
13580,9.0,36,31,3.32
13581,9.0,33,33,4.87
13582,22.0,13,56,-1.26
13583,18.0,24,47,7.63
13584,26.0,36,9,-0.66
13585,43.0,54,58,3.86
13586,26.0,46,46,-2.8
13587,38.0,42,45,4.01
13588,38.0,43,36,-7.93
13589,29.0,35,41,-5.78
13590,27.0,18,51,1.17
13591,18.0,42,54,0.87
13592,34.0,54,36,-1.64
13593,21.0,34,58,2.43
13594,28.0,45,57,3.04
13595,21.0,30,58,-6.53
13596,14.0,5,49,-0.33
13597,29.0,5,42,0.19
13598,28.0,46,28,4.09
13599,42.0,9,49,0.44
13600,24.0,20,60,-4.52
13601,20.0,52,17,-2.18
13602,24.0,54,43,-7.26
13603,2.0,34,17,-3.37
13604,33.0,39,36,-0.83
13605,22.0,20,38,0.95
13606,43.0,20,42,3.03
13607,40.0,17,42,-6.06
13608,38.0,13,58,-1.58
13609,34.0,31,38,-0.99
13610,29.0,22,54,-4.3
13611,27.0,40,39,-1.08
13612,27.0,43,45,4.38
13613,29.0,22,32,-0.26
13614,42.0,46,37,-2.78
13615,37.0,45,38,-5.77
13616,21.0,31,34,2.45
13617,30.0,1,35,3.57
13618,27.0,34,50,-3.72
13619,35.0,45,17,-1.01
13620,48.0,11,16,-7.2
13621,20.0,35,54,-8.61
13622,21.0,12,36,9.21
13623,27.0,54,43,-3.09
13624,5.0,1,46,12.35
13625,51.0,54,36,-2.48
13626,41.0,33,25,1.45
13627,42.0,45,37,13.6
13628,11.0,46,31,-3.82
13629,29.0,54,17,8.63
13630,29.0,1,46,-1.23
13631,40.0,1,9,1.96
13632,42.0,33,33,6.15
13633,12.0,14,41,1.11
13634,30.0,5,56,16.84
13635,21.0,12,48,14.24
13636,11.0,36,56,-1.79
13637,12.0,11,54,-6.36
13638,30.0,17,43,-3.28
13639,45.0,34,59,-2.87
13640,21.0,12,24,6.52
13641,37.0,20,16,1.55
13642,53.0,30,17,2.41
13643,26.0,17,37,6.78
13644,38.0,34,38,-5.72
13645,17.0,54,53,6.72
13646,27.0,13,52,1.64
13647,24.0,41,39,-3.03
13648,49.0,54,57,-5.27
13649,51.0,11,49,2.16
13650,11.0,34,33,1.86
13651,23.0,41,16,0.96
13652,21.0,12,52,12.91
13653,24.0,5,58,-3.11
13654,24.0,31,41,-0.38
13655,28.0,22,47,2.69
13656,28.0,54,7,3.65
13657,24.0,36,57,-8.73
13658,26.0,40,48,0.11
13659,26.0,41,9,0.22
13660,21.0,36,48,9.08
13661,20.0,52,37,-10.96
13662,30.0,5,17,4.3
13663,42.0,36,58,-1.88
13664,18.0,46,32,-5.26
13665,35.0,52,33,-7.49
13666,26.0,35,7,-1.64
13667,0.0,30,58,-11.65
13668,27.0,43,17,-2.68
13669,22.0,24,48,-3.79
13670,38.0,21,42,-8.06
13671,27.0,52,48,-11.55
13672,11.0,18,31,-6.73
13673,2.0,54,28,-1.75
13674,28.0,30,31,-5.15
13675,45.0,17,60,2.99
13676,27.0,40,59,1.69
13677,45.0,17,58,-0.07
13678,17.0,36,40,2.85
13679,26.0,36,44,3.03
13680,38.0,40,44,6.33
13681,46.0,31,47,4.18
13682,42.0,36,25,6.22
13683,17.0,14,56,-3.33
13684,9.0,33,32,-4.82
13685,30.0,23,58,-2.18
13686,29.0,52,7,3.07
13687,21.0,30,28,-7.36
13688,2.0,5,54,-0.31
13689,55.0,27,32,1.06
13690,34.0,5,60,1.36
13691,24.0,13,7,7.65
13692,37.0,39,46,2.65
13693,29.0,5,36,-7.22
13694,20.0,34,37,-2.52
13695,28.0,2,35,4.09
13696,42.0,30,46,-2.48
13697,24.0,17,52,-2.59
13698,31.0,33,46,4.61
13699,26.0,60,49,-0.58
13700,29.0,40,9,-1.28
13701,41.0,14,46,-4.44
13702,49.0,54,17,-4.28
13703,24.0,39,41,-9.0
13704,27.0,39,16,6.86
13705,17.0,39,60,2.02
13706,28.0,17,9,3.17
13707,24.0,2,36,-1.92
13708,13.0,37,60,-1.31
13709,46.0,1,31,-2.73
13710,26.0,31,50,2.36
13711,11.0,38,59,-4.84
13712,18.0,37,25,-3.06
13713,0.0,11,47,0.4
13714,42.0,33,55,3.45
13715,13.0,35,55,-0.29
13716,29.0,42,31,-6.79
13717,28.0,45,34,3.83
13718,26.0,50,45,3.17
13719,34.0,36,49,1.34
13720,29.0,42,25,-3.15
13721,26.0,53,31,-3.84
13722,28.0,12,59,13.66
13723,20.0,2,41,-8.81
13724,13.0,35,53,-2.41
13725,42.0,20,37,-4.64
13726,54.0,5,42,1.1
13727,2.0,36,32,1.67
13728,12.0,33,50,-0.7
13729,27.0,29,17,1.49
13730,37.0,20,47,1.72
13731,17.0,5,37,2.32
13732,13.0,5,49,-4.15
13733,40.0,36,54,2.91
13734,31.0,5,35,-3.24
13735,40.0,31,46,0.49
13736,25.0,2,51,0.2
13737,27.0,1,47,3.22
13738,35.0,45,31,0.98
13739,52.0,5,42,0.41
13740,26.0,30,42,15.93
13741,30.0,36,40,2.37
13742,47.0,11,25,-4.94
13743,29.0,31,36,5.26
13744,30.0,45,50,2.02
13745,23.0,11,45,1.56
13746,37.0,20,37,-5.2
13747,42.0,12,9,18.92
13748,35.0,42,32,3.73
13749,34.0,17,41,0.2
13750,22.0,54,40,3.09
13751,18.0,9,47,12.54
13752,43.0,42,36,-0.48
13753,34.0,17,25,-0.89
13754,26.0,56,7,-4.13
13755,23.0,31,40,10.17
13756,23.0,11,47,-7.82
13757,46.0,31,35,1.77
13758,0.0,30,52,-7.67
13759,30.0,52,16,-7.1
13760,31.0,17,38,-0.68
13761,55.0,24,32,2.88
13762,28.0,31,54,3.09
13763,45.0,11,55,4.14
13764,46.0,54,33,4.89
13765,39.0,1,58,-3.14
13766,11.0,31,24,-7.68
13767,13.0,46,49,-0.67
13768,12.0,17,41,0.67
13769,29.0,30,51,-7.81
13770,26.0,56,25,-2.47
13771,27.0,9,60,-1.12
13772,12.0,9,31,3.48
13773,22.0,23,44,-2.53
13774,2.0,13,32,2.91
13775,50.0,2,32,-4.39
13776,24.0,31,58,0.86
13777,46.0,54,54,7.2
13778,40.0,43,16,3.31
13779,42.0,20,50,-9.73
13780,2.0,41,42,0.58
13781,43.0,1,39,2.03
13782,13.0,23,35,1.61
13783,29.0,9,40,-3.99
13784,20.0,23,33,-8.31
13785,26.0,45,48,2.33
13786,28.0,9,36,-2.09
13787,29.0,21,47,-7.06
13788,42.0,43,25,-4.0
13789,18.0,14,17,-0.63
13790,38.0,13,7,2.17
13791,2.0,37,53,-0.73
13792,42.0,9,37,0.96
13793,2.0,54,59,0.08
13794,27.0,9,55,-1.62
13795,52.0,42,36,1.31
13796,51.0,2,35,-0.37
13797,29.0,41,40,0.43
13798,25.0,54,58,8.14
13799,44.0,30,52,-5.07
13800,42.0,46,33,-11.77
13801,18.0,14,42,-2.66
13802,29.0,38,51,0.02
13803,46.0,5,25,5.59
13804,28.0,38,46,-0.86
13805,27.0,54,27,-1.54
13806,26.0,32,46,5.59
13807,26.0,35,53,4.43
13808,29.0,1,59,-3.78
13809,12.0,1,37,-1.97
13810,41.0,5,37,-0.6
13811,11.0,34,34,1.3
13812,38.0,30,16,-1.28
13813,12.0,20,25,-6.19
13814,21.0,2,50,8.52
13815,30.0,45,34,7.09
13816,30.0,37,56,-9.4
13817,37.0,5,46,-1.06
13818,28.0,34,31,0.1
13819,26.0,28,37,0.87
13820,29.0,30,44,-11.09
13821,35.0,42,9,8.46
13822,26.0,23,43,-5.9
13823,28.0,39,42,8.17
13824,29.0,42,57,1.05
13825,35.0,34,7,-3.41
13826,20.0,35,59,-1.73
13827,34.0,54,9,0.27
13828,28.0,38,7,3.09
13829,43.0,33,54,0.23
13830,37.0,11,45,-2.24
13831,29.0,12,53,-1.41
13832,22.0,13,28,-1.02
13833,2.0,17,34,4.54
13834,25.0,11,39,-2.2
13835,28.0,37,7,-4.9
13836,20.0,23,58,-4.27
13837,43.0,36,60,-9.04
13838,28.0,40,17,-0.65
13839,34.0,17,31,4.73
13840,22.0,43,42,-2.06
13841,21.0,39,51,-0.46
13842,29.0,52,35,-2.96
13843,27.0,23,60,9.74
13844,42.0,39,60,-2.57
13845,17.0,5,56,8.1
13846,9.0,30,42,4.63
13847,18.0,39,47,-5.34
13848,30.0,37,47,-9.02
13849,21.0,46,47,-2.82
13850,35.0,46,9,-5.67
13851,22.0,12,38,1.89
13852,12.0,11,56,-0.46
13853,38.0,37,60,4.81
13854,41.0,43,53,-2.42
13855,41.0,54,58,2.14
13856,22.0,23,35,-1.29
13857,34.0,1,17,-1.83
13858,18.0,54,46,-1.13
13859,2.0,36,36,1.04
13860,37.0,45,42,1.0
13861,12.0,37,54,-2.29
13862,18.0,9,48,2.08
13863,12.0,46,60,-11.35
13864,26.0,18,42,3.48
13865,9.0,5,60,1.41
13866,12.0,13,34,6.78
13867,29.0,39,46,-1.1
13868,40.0,33,50,9.81
13869,24.0,20,17,-2.24
13870,24.0,34,46,0.37
13871,17.0,54,59,-0.67
13872,24.0,46,27,6.81
13873,37.0,52,40,-9.5
13874,21.0,42,48,7.48
